accuracy,bathType,bedType,bedroomType,checkin,cleanliness,communication,guestSatisfaction,isSuperhost,latitude,location,longitude,numBaths,numBeds,numGuests,numHostReviews,numReviews,numRooms,price,rating,responseTimeShown,roomID,roomType,shortDesc,value
,bath,bed,bedroom,,,,,false,40.75993507609772,,-73.99268747482844,1,1,2,,,1,545,,,1065246,,Private room,
10,bath,bed,bedroom,10,10,10,100,true,40.74481072434157,10,-74.00148498136653,1,1,2,,17,1,549,5,,4988687,,Entire home/apt,10
9,bath,beds,bedrooms,9,8,9,87,false,40.74999986028048,9,-73.997593969478,1,3,5,,40,2,550,4.5,,5183641,,Entire home/apt,8
7,baths,beds,bedrooms,8,5,7,69,false,40.76127135122071,9,-73.96746370702742,3,7,2,,9,5,540,3.5,,19242994,,Entire home/apt,5
,baths,beds,bedrooms,,,,,false,40.74542902444345,,-73.9859811023057,2.5,3,5,,,2,549,,,22178055,,Entire home/apt,
10,private baths,beds,bedrooms,10,9,10,93,false,40.780238571417826,10,-73.97942299329218,1.5,5,7,,13,3,550,4.5,,1567225,,Private room,9
,baths,beds,bedrooms,,,,,false,40.77706038014628,,-73.98406684665164,2,3,6,,,3,550,,,4476605,,Entire home/apt,
9,baths,beds,bedrooms,10,10,10,100,false,40.78697370020395,10,-73.96928864590367,2,3,6,8,6,2,550,5,,4662889,,Entire home/apt,10
,baths,beds,bedrooms,,,,,true,40.716746625009065,,-73.96225894952707,2,3,6,16,,3,550,,,15393322,,Entire home/apt,
10,bath,bed,bedroom,10,8,10,90,false,40.69601306665021,8,-73.92236071833771,1,1,2,6,5,1,550,4.5,,3509822,,Private room,8
,baths,beds,bedrooms,,,,,false,40.77593383577359,,-73.9492685639415,2,2,2,,,2,550,,,1853765,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.73765591145299,,-74.04138446755634,5.5,6,0,,,5,550,,,2016263,,Entire home/apt,
,bath,beds,bedrooms,,,,,false,40.7444046228183,,-74.02949200140624,1,2,4,,,2,550,,,1681959,,Entire home/apt,
,bath,beds,bedrooms,,,,,false,40.749127733168805,,-73.99456319811267,1,2,4,,,2,550,,,19612068,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.73620509428912,,-74.00513391803048,2.5,2,4,3,,2,550,,,3906676,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.72182613281656,,-73.9838110265926,2,3,5,,,2,550,,,21007281,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.75750399044494,,-73.96190398864377,1,1,3,,,1,550,,,2256979,,Entire home/apt,
,bath,beds,bedroom,,,,,false,40.73723691257261,,-74.00352074030224,1,2,3,1,,1,550,,,9778748,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.77822228923714,,-73.98016118003214,1,1,2,,,1,560,,,2103480,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.71755711352338,,-73.9982386747942,1,1,2,,,1,550,,,10100474,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.77446572512834,,-73.98222802433635,2,4,4,,,2,550,,,7648392,,Entire home/apt,
10,bath,beds,bedrooms,10,10,10,100,false,40.737931156980366,8,-73.95316195246558,1,3,6,,6,2,599,5,,254168,,Entire home/apt,10
,baths,beds,bedrooms,,,,,false,40.721493078054024,,-73.99815270304538,2,2,4,,,2,599,,,4194494,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.72447230345554,,-74.00185319581325,1,1,4,,,1,600,,,9523431,,Entire home/apt,
,bath,beds,bedrooms,,,,,false,40.73443784964922,,-73.99761480268572,1,2,4,,,2,600,,,4678742,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.76388459725112,,-73.98790346596775,1.5,5,8,1,,3,598,,,20642333,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.72100003726904,,-73.98808437097864,2,2,4,,,2,599,,,21826495,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.72884256744463,,-73.98032417522249,2,2,4,,,2,600,,,18120022,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.72068327845679,,-74.04844283886257,1,1,2,,,1,600,,,8712581,,Shared room,
,baths,beds,bedrooms,,,,,false,40.72015331181628,,-74.004346074786,2.5,2,5,,,2,600,,,20309605,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.71957581739351,,-74.0505849612856,1,1,2,,,1,600,,,2262783,,Entire home/apt,
,bath,beds,bedroom,,,,,false,40.7518336920891,,-73.97336691871676,1,2,4,,,1,599,,,16437326,,Entire home/apt,
,bath,beds,bedroom,,,,,false,40.74291634865643,,-73.99968924126624,1,2,4,,,1,599,,,16069120,,Entire home/apt,
,private baths,beds,bedrooms,,,,,false,40.76822783585657,,-73.98422550888228,8,8,6,18,,8,600,,,21584041,,Private room,
10,baths,beds,bedrooms,10,10,10,100,false,40.77873664008671,10,-73.98437087636994,2.5,4,6,,5,3,599,5,,2163602,,Entire home/apt,10
,baths,bed,bedroom,,,,,false,40.74294695241442,,-73.99180376415248,1.5,1,2,,,1,600,,,200333,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.76079255468813,,-73.97527783926238,1,1,2,,,1,600,,,14471418,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.76485632740794,,-73.97885226462022,1,1,2,,,1,600,,,2294594,,Private room,
,bath,beds,bedroom,,,,,false,40.72069376408388,,-73.96281121707447,1,2,4,,,1,600,,,14695099,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.744945922339156,,-73.99620207291426,2,5,4,3,,2,600,,,13281692,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.74303520133043,,-73.98045835194112,2.5,3,4,,,3,600,,,6973618,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.72140721338202,,-73.98703469940627,1.5,2,6,3,,2,600,,,4678487,,Entire home/apt,
10,bath,bed,Studio,10,10,10,100,false,40.71594692976068,10,-73.96108092040382,1,1,6,,4,0,600,5,,13037028,,Entire home/apt,10
,baths,beds,bedrooms,,,,,false,40.779792854626294,,-73.96153147981968,3,4,5,,,3,600,,,2509617,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.80050836173289,,-73.95457504202716,2.5,2,4,,,2,600,,,2355060,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.73001299437044,,-73.97579375118428,1,1,1,,,1,600,,,4854552,,Private room,
9,bath,bed,Studio,10,9,10,96,false,40.74775753894851,10,-73.9733465524117,1,1,2,8,7,0,600,5,,1499635,,Entire home/apt,9
,bath,bed,bedroom,,,,,false,40.79950259660782,,-73.96679219232276,1,1,1,,,1,800,,,12887341,,Private room,
10,baths,beds,bedrooms,10,10,10,100,true,40.72360740519263,10,-73.99301630983825,2,3,6,,4,3,799,5,,15288474,,Entire home/apt,10
,baths,beds,bedrooms,,,,,false,40.78322480689758,,-73.97678407316043,1.5,2,5,,,2,799,,,21421478,,Entire home/apt,
,baths,bed,bedrooms,,,,,false,40.720439411224675,,-73.99980102438325,2.5,1,6,,,2,800,,,22704069,,Entire home/apt,
,bath,bed,Studio,,,,,false,40.75362270681625,,-73.97332314435968,1,1,2,,,0,799,,,16100032,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.73677971538855,,-74.00565833124013,1,1,2,,,1,800,,,16160621,,Entire home/apt,
9,baths,beds,bedrooms,9,10,9,89,false,40.75081742207183,10,-74.0004113167123,7,5,9,64,13,4,596,4.5,,13083741,,Entire home/apt,10
,baths,beds,bedrooms,,,,,false,40.79502028902425,,-73.96702860650318,2.5,3,5,,,3,600,,,9819437,,Entire home/apt,
8,bath,bed,bedroom,9,9,9,84,false,40.71919085898881,8,-73.98991859602835,1,1,2,,53,1,600,4,,5434754,,Private room,9
,bath,bed,bedroom,,,,,false,40.80414751795202,,-73.95646420563865,1,1,2,,,1,600,,,5811720,,Private room,
,baths,beds,bedrooms,,,,,false,40.72917907010342,,-74.00309851975814,2.5,2,4,,,2,620,,,20705995,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.7836051002302,,-73.96751517680082,3,4,6,,,3,620,,,13410220,,Entire home/apt,
9,bath,beds,bedroom,9,10,10,95,false,40.7477019789782,9,-73.99240016271659,1,2,6,13,5,1,625,5,,2342930,,Entire home/apt,10
9,baths,beds,bedrooms,10,10,10,93,false,40.73159328524222,9,-74.01058740601333,1.5,4,6,9,9,3,625,4.5,,3292224,,Entire home/apt,10
,bath,bed,bedroom,,,,,false,40.80303294629073,,-73.96498503563355,1,1,2,,,1,634,,,19400183,,Entire home/apt,
9,baths,beds,bedrooms,10,8,10,96,false,40.73618118052199,10,-74.00851923617014,2,2,4,,6,2,629,5,,9392354,,Entire home/apt,8
,bath,bed,bedroom,,,,,false,40.729529871163436,,-73.99989836037145,1,1,4,,,1,625,,,8907930,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.805556314235055,,-73.94012288692123,2.5,7,0,,,4,625,,,12447752,,Entire home/apt,
,baths,bed,bedroom,,,,,false,40.7398564872178,,-74.00774127815754,1.5,1,2,,,1,625,,,7939785,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.71708548013214,,-74.01509842827586,3.5,3,8,2,,5,628,,,22946860,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.75599259967412,,-73.92786173602585,2,6,6,,,4,629,,,19833001,,Entire home/apt,
10,baths,beds,bedrooms,10,10,10,97,true,40.73465743684944,10,-74.00156395326572,4,4,0,,28,4,625,5,,18812147,,Private room,10
10,bath,beds,bedrooms,10,10,10,100,true,40.76798486267603,10,-73.98355866714267,1,2,4,18,18,2,615,5,,18506292,,Entire home/apt,10
9,baths,beds,bedrooms,10,9,10,92,false,40.71830089009566,10,-73.98474854668007,2,5,0,,69,4,616,4.5,,9836702,,Entire home/apt,9
,bath,bed,bedroom,,,,,false,40.78171323752142,,-74.01555936888101,1,1,4,,,1,600,,,2262817,,Entire home/apt,
9,baths,beds,bedrooms,10,9,9,88,false,40.735206886796234,10,-74.00568027232195,2,4,5,,8,3,600,4.5,,16404945,,Entire home/apt,9
10,baths,beds,bedrooms,10,9,10,100,false,40.722271836283355,9,-74.00804001675786,2,3,6,,3,3,600,5,,19708955,,Entire home/apt,9
10,baths,beds,bedrooms,10,10,10,100,true,40.732059386596084,9,-73.95489004113608,2,7,0,132,15,4,600,5,,5487455,,Entire home/apt,10
,bath,bed,bedroom,,,,,false,40.74356611220663,,-73.98466028325551,1,1,2,,,1,600,,,10377445,,Private room,
10,bath,beds,bedrooms,10,10,10,100,true,40.70805579374157,10,-73.92197276261115,1,4,0,55,9,3,600,5,,20980192,,Entire home/apt,10
,shared bath,bed,bedroom,,,,,false,40.81680262330388,,-73.95413353096025,1,1,1,,,1,600,,,22584277,,Private room,
,baths,beds,bedrooms,,,,,false,40.80394943789626,,-73.96436002472905,2,3,6,,,2,600,,,4000561,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.72536326985211,,-73.99768092394274,2,2,4,,,2,600,,,19550791,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.740019304611536,,-74.04400205823718,2,2,6,,,2,600,,,2056689,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.79262329051324,,-73.9698795358168,1.5,2,5,,,2,600,,,2260342,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.78170976064776,,-73.95028836943698,1,1,4,,,1,600,,,692424,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.741554015790065,,-74.03331107793163,2,2,4,,,2,600,,,2210432,,Entire home/apt,
,bath,beds,bedrooms,,,,,false,40.77838352141127,,-73.9785144324565,1,2,4,6,,2,600,,,22192877,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.717435636722136,,-74.03692477485252,1,1,4,,,1,600,,,2180969,,Entire home/apt,
,bath,beds,bedrooms,,,,,false,40.73817255369146,,-73.92462514441884,1,3,8,,,2,600,,,2268632,,Entire home/apt,
,baths,bed,bedroom,,,,,false,40.756989100323494,,-73.96577151232192,1.5,1,3,,,1,600,,,19362296,,Entire home/apt,
9,baths,beds,bedrooms,9,9,9,88,false,40.76087570637666,10,-73.96208059068542,2.5,5,8,,52,3,600,4.5,,9048538,,Entire home/apt,9
9,bath,beds,bedrooms,10,8,10,88,false,40.72672274290491,10,-73.98673338505243,1,8,6,40,15,4,600,4.5,,19229060,,Entire home/apt,8
9,baths,beds,bedrooms,10,10,10,92,true,40.763032591085654,10,-73.98767459276426,2,4,0,40,13,4,595,4.5,,12811459,,Entire home/apt,10
7,baths,beds,bedrooms,10,5,7,67,false,40.745261343425874,7,-73.99492058340059,2,6,2,14,3,4,600,3.5,,14993752,,Entire home/apt,5
9,baths,beds,bedroom,10,8,9,88,false,40.745082898652036,10,-73.98384224805788,2,4,7,,29,1,597,4.5,,10020717,,Entire home/apt,8
10,baths,beds,bedrooms,10,10,10,98,true,40.736291816818294,10,-73.98971635227556,2,7,5,,58,3,600,5,,17169353,,Entire home/apt,10
10,baths,beds,bedrooms,10,10,10,97,true,40.7284716230635,10,-73.99301625895438,2,2,4,,12,2,600,5,,8254674,,Entire home/apt,10
10,baths,beds,bedrooms,10,10,10,95,false,40.71884705596434,10,-73.95410225121134,3,3,6,,4,3,600,5,,14927057,,Entire home/apt,10
,bath,beds,bedrooms,,,,,false,40.73180136608405,,-74.00124639662666,1,2,5,,,2,599,,,23184946,,Entire home/apt,
9,baths,beds,bedrooms,10,9,9,91,false,40.71956815082507,10,-73.96211165773964,2,3,6,,30,2,599,4.5,,15659753,,Entire home/apt,9
9,baths,beds,bedrooms,10,9,10,98,true,40.7310319158907,10,-74.00318702196326,1.5,4,6,,11,3,599,5,,20299266,,Entire home/apt,9
10,bath,beds,bedroom,10,9,10,100,true,40.76409101189605,10,-73.98710668963948,1,2,4,72,3,1,800,5,,6536669,,Entire home/apt,9
,baths,beds,bedrooms,,,,,false,40.75688812532836,,-73.98948700760045,2,2,4,,,2,799,,,22759800,,Entire home/apt,
10,baths,beds,bedrooms,10,10,10,99,true,40.76129504719968,10,-73.96413896407502,2.5,2,5,,20,2,795,5,,14473548,,Entire home/apt,10
10,baths,beds,bedrooms,10,10,10,97,true,40.72206783086665,10,-74.00232007729227,2,3,6,,6,3,795,5,,18094418,,Entire home/apt,10
,baths,beds,bedrooms,,,,,false,40.73679957252488,,-73.98306601648186,4,7,0,,,4,800,,,21263008,,Entire home/apt,
10,baths,beds,bedrooms,10,9,9,97,false,40.72328169898259,10,-73.99851702120611,2,3,8,,128,3,799,5,,5268432,,Entire home/apt,9
,bath,beds,bedroom,,,,,false,40.753881313259555,,-73.97307682439876,1,2,4,159,,1,799,,,15218066,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.73856687944268,,-73.99255657377441,3,2,4,,,2,800,,,6947196,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.753733803801474,,-73.97271684180328,2,3,6,41,,2,799,,,16489149,,Entire home/apt,
,bath,beds,Studio,,,,,false,40.754457370146,,-73.9985532413994,1,2,3,,,0,800,,,2259344,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.73190741812483,,-74.00493425726691,1.5,3,7,,,3,800,,,10086029,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.723203418306475,,-74.03630784366284,2,2,5,,,2,797,,,15495468,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.72407297597036,,-74.05311132933966,2,3,8,,,3,800,,,2269076,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.76961501668868,,-73.98818857927861,1,1,2,,,1,800,,,2066623,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.72322826077191,,-74.03649371385337,2,2,5,,,2,797,,,15461552,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.7188949577062,,-74.04319247681057,2,2,4,,,2,800,,,8973272,,Entire home/apt,
10,baths,beds,bedrooms,10,10,10,100,false,40.7215090699427,10,-74.0356179468171,2,2,5,54,3,2,797,5,,15461308,,Entire home/apt,10
10,baths,beds,bedrooms,10,10,10,100,false,40.756554122821164,10,-73.98865558373245,2,2,4,,6,2,799,5,,18079608,,Entire home/apt,10
,baths,beds,bedrooms,,,,,false,40.753683641422285,,-73.97358268521428,2,3,6,,,2,799,,,16087406,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.73246062051636,,-74.00854499089421,1,1,4,,,1,800,,,2060768,,Entire home/apt,
,baths,beds,bedrooms,,,,,true,40.79343177830784,,-73.97273684763321,4,9,2,,,4,800,,,19122483,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.72150690326031,,-74.03731919669434,2,2,5,,,2,797,,,15461766,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.74157172348187,,-73.99295198158492,2,5,2,1,,4,790,,,20468847,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.76561154262669,,-73.98854433355172,2,4,8,8,,4,780,,,21900268,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.72062074405191,,-74.00700676114712,2,2,5,1,,2,500,,,22167451,,Entire home/apt,
10,baths,beds,bedroom,10,10,10,97,false,40.7662294215685,10,-73.96610370557347,1.5,2,4,,12,1,500,5,,18523144,,Entire home/apt,10
7,baths,beds,bedrooms,9,8,7,80,false,40.75939223404396,8,-73.96162933193847,4,6,0,,7,4,500,4,,18928066,,Entire home/apt,8
10,baths,beds,bedrooms,10,9,10,97,true,40.775850442213496,10,-73.95566339502093,2,6,8,38,37,4,500,5,,1864757,,Entire home/apt,9
,bath,beds,bedrooms,,,,,false,40.72029572215759,,-73.95739312681921,1,4,9,,,4,500,,,22374957,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.77254442421511,,-73.94930372340296,2,2,4,,,2,450,,,9444819,,Entire home/apt,
10,bath,beds,bedrooms,10,10,10,100,false,40.738783183138324,10,-73.98708163383871,1,2,4,,9,2,440,5,,4203567,,Entire home/apt,10
,bath,bed,bedroom,,,,,false,40.72302135783042,,-74.03592469902755,1,1,4,,,1,450,,,16945148,,Shared room,
10,baths,beds,bedrooms,10,9,10,96,false,40.72880116198067,10,-73.9800028197211,2,3,4,,36,3,425,5,,357157,,Entire home/apt,9
,baths,beds,bedrooms,,,,,false,40.70684080244009,,-74.01184446659322,2,2,3,,,2,430,,,17033408,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.75181655260445,,-73.9735445873605,1,1,4,,,1,400,,,16442395,,Entire home/apt,
,baths,beds,bedrooms,,,,,true,40.72322584970355,,-74.0367992437586,2,2,6,427,,2,399,,,18701998,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.72830621459536,,-73.99869709682106,1,1,2,,,1,380,,,1646838,,Entire home/apt,
,baths,beds,bedrooms,,,,,true,40.76407331850258,,-73.99322372591885,2,2,7,,,2,380,,,17549299,,Entire home/apt,
9,bath,beds,bedrooms,10,8,10,91,false,40.72254921050999,10,-73.99345632506589,1,2,4,,18,2,375,4.5,,141890,,Entire home/apt,8
10,baths,bed,bedroom,10,10,10,100,false,40.73729272866122,10,-73.98881335014251,1.5,1,2,,8,1,374,5,,13170664,,Entire home/apt,10
,baths,beds,bedrooms,,,,,false,40.726056727110816,,-73.98592886770008,2,2,4,22,,3,389,,,7846162,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.707245736575864,,-74.01740914823148,2,2,4,,,2,390,,,19307997,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.77466050019729,,-73.91807086853075,1,1,2,,,1,390,,,764052,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.74288050095022,,-74.0308441218781,2,2,4,1,,2,385,,,9907832,,Entire home/apt,
10,baths,beds,bedroom,10,10,10,100,false,40.74051633096987,10,-74.0042277978736,1.5,3,5,,3,1,385,5,,7967942,,Entire home/apt,10
,bath,beds,bedroom,,,,,false,40.72735902657457,,-73.98906593012437,1,2,3,,,1,385,,,21624775,,Entire home/apt,
10,private bath,bed,Studio,10,10,10,100,false,40.753800685621194,10,-73.9735481070548,1,1,2,,3,0,389,5,,20620647,,Private room,10
,bath,beds,bedrooms,,,,,false,40.73942274527498,,-74.0039889804912,1,2,4,,,2,385,,,16345943,,Entire home/apt,
,private bath,bed,Studio,,,,,false,40.753283904256385,,-73.97192638393913,1,1,2,,,0,389,,,20635939,,Private room,
,bath,beds,bedrooms,,,,,false,40.72384419948659,,-73.97897349222129,1,4,8,,,3,390,,,22642735,,Entire home/apt,
,bath,beds,Studio,,,,,false,40.70766085671637,,-74.00152676605708,1,2,3,2,,0,385,,,18504151,,Entire home/apt,
9,baths,beds,bedrooms,10,10,10,95,true,40.73063732335368,10,-73.98607625862857,2,4,8,58,19,2,372,5,,13561752,,Entire home/apt,10
9,bath,beds,bedrooms,9,9,9,91,false,40.74023397151427,10,-74.00269701832302,1,3,6,,27,2,380,4.5,,17547336,,Entire home/apt,9
,baths,beds,bedrooms,,,,,true,40.75250542469237,,-74.00409980440094,2,2,4,,,2,375,,,17730758,,Entire home/apt,
9,bath,bed,bedroom,10,9,10,92,true,40.74412242573241,10,-73.98325665380536,1,1,2,,34,1,375,4.5,,721663,,Entire home/apt,9
,bath,beds,bedrooms,,,,,false,40.744047330570936,,-73.98591639012533,1,4,7,,,2,375,,,21489570,,Entire home/apt,
10,baths,beds,bedroom,10,10,10,98,true,40.734822046715095,10,-73.98635322968386,1.5,2,2,16,16,1,375,5,,13082319,,Entire home/apt,10
,baths,beds,bedrooms,,,,,true,40.713529276389124,,-74.03606582178394,2,4,5,,,2,375,,,21814887,,Entire home/apt,
10,bath,beds,bedroom,10,10,10,97,true,40.72394358765366,10,-73.99415387152158,1,2,3,,32,1,380,5,,14501500,,Entire home/apt,10
9,baths,beds,bedrooms,10,9,9,92,false,40.734951477851745,10,-74.00111515909522,4,6,0,9,6,4,375,4.5,,19032449,,Entire home/apt,9
,private bath,beds,bedrooms,,,,,true,40.73477296363717,,-74.00034424977844,1,2,4,,,2,375,,,22684413,,Private room,
,baths,beds,bedrooms,,,,,false,40.73635689936162,,-73.98786104435409,2,3,4,,,2,379,,,22630690,,Entire home/apt,
9,bath,beds,bedrooms,10,9,9,80,false,40.75393138298444,10,-73.97389580602166,1,3,6,,5,3,380,4,,21999911,,Entire home/apt,9
,baths,beds,bedroom,,,,,false,40.76587095098556,,-73.9821113702276,2,2,4,,,1,380,,,17860684,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.72739196864183,,-73.9825375272547,4.5,5,8,,,3,380,,,16782416,,Entire home/apt,
10,bath,beds,bedrooms,10,10,10,96,false,40.73117309305774,10,-73.99774837076104,1,3,6,86,80,2,375,5,,9955725,,Entire home/apt,10
10,baths,beds,bedrooms,10,10,10,96,true,40.72735924987968,10,-74.00191831885041,1.5,3,6,195,150,2,375,5,,4479632,,Entire home/apt,10
10,baths,beds,bedrooms,10,10,10,100,false,40.71506273816082,10,-73.95590697439368,2.5,3,7,4,4,3,379,5,,21502184,,Entire home/apt,10
10,baths,beds,bedrooms,10,10,10,99,true,40.715603951424285,10,-74.0353299428328,2,4,5,,26,2,375,5,,1768211,,Entire home/apt,10
,bath,beds,bedrooms,,,,,false,40.72081979888908,,-73.9956730358539,1,5,9,,,2,375,,,13330240,,Entire home/apt,
9,bath,beds,bedrooms,10,10,9,87,false,40.77357921808687,10,-73.95873597715543,1,4,0,,14,3,375,4.5,,19981394,,Entire home/apt,10
10,bath,bed,bedroom,10,10,10,99,false,40.73189219676198,10,-73.99469514853546,1,1,2,,16,1,375,5,,4987238,,Entire home/apt,10
10,baths,beds,bedrooms,10,9,10,93,false,40.7127771462273,9,-74.03424345071836,2,3,7,6,4,2,379,4.5,,15843328,,Entire home/apt,9
10,bath,bed,bedroom,10,10,10,100,false,40.775380039824476,10,-73.97743153538325,1,1,2,,3,1,375,5,,21551617,,Entire home/apt,10
10,bath,bed,bedroom,10,10,10,100,true,40.72410138006536,10,-73.9985512132847,1,1,3,,7,1,375,5,,19983061,,Entire home/apt,10
,baths,beds,bedrooms,,,,,false,40.76251588142587,,-73.98793000431662,2,3,6,,,2,380,,,21712945,,Entire home/apt,
10,baths,beds,bedrooms,10,9,10,94,false,40.71092128661596,10,-73.96755448497721,3.5,4,8,,33,4,375,4.5,,17520324,,Entire home/apt,9
9,baths,beds,bedrooms,10,10,10,97,false,40.76583638665785,10,-73.98818201150748,2,5,7,,32,3,378,5,,16230221,,Entire home/apt,10
,bath,beds,bedrooms,,,,,false,40.72524762115518,,-73.9999842163334,1,3,4,,,2,375,,,7201615,,Entire home/apt,
10,baths,beds,bedrooms,10,10,10,100,false,40.721704797413096,10,-73.99976616032093,3,4,6,,5,3,375,5,,20583343,,Entire home/apt,10
,baths,beds,bedrooms,,,,,false,40.728758417169004,,-73.98108601224588,3.5,6,6,,,4,377,,,19755450,,Entire home/apt,
6,baths,beds,bedrooms,10,7,10,80,false,40.73495747564577,10,-73.99996350540924,4,6,0,9,3,4,375,4,,19790601,,Entire home/apt,7
10,bath,beds,bedrooms,10,10,10,100,false,40.72363748864584,10,-73.9954724764957,1,2,4,6,4,2,380,5,,21749115,,Entire home/apt,10
,baths,beds,bedrooms,,,,,false,40.75564312042259,,-73.97045424037417,2,2,4,,,2,375,,,6425071,,Entire home/apt,
,bath,beds,bedroom,,,,,false,40.77872329156782,,-73.98687086327706,1,2,2,,,1,375,,,5228280,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.7206950622038,,-73.96216813374119,1,1,2,,,1,380,,,6272125,,Private room,
,bath,bed,Studio,,,,,false,40.80039141093009,,-73.96843268860322,1,1,2,,,0,375,,,4757501,,Entire home/apt,
,bath,beds,bedrooms,,,,,false,40.71412922109998,,-73.9960661106516,1,4,6,1,,3,380,,,22421447,,Entire home/apt,
,bath,beds,bedrooms,,,,,false,40.747914249290616,,-73.9793862344359,1,3,6,,,2,375,,,21595314,,Entire home/apt,
8,bath,beds,bedrooms,9,8,9,81,false,40.74406711718856,9,-73.99202888772778,1,3,6,,64,3,375,4,,9393507,,Entire home/apt,8
9,bath,bed,bedroom,10,9,10,92,false,40.765811319297946,10,-73.98109570727672,1,1,2,,12,1,375,4.5,,6544638,,Entire home/apt,9
10,baths,beds,bedrooms,9,10,10,97,true,40.75076635353916,10,-74.02974476667153,2.5,4,8,,18,4,375,5,,15800576,,Entire home/apt,10
,bath,beds,bedrooms,,,,,false,40.772183210299374,,-73.95451669017858,1,4,8,,,3,379,,,22247285,,Entire home/apt,
9,bath,beds,bedrooms,9,8,9,85,false,40.757420741668206,10,-73.99171075041957,1,2,6,,21,2,379,4.5,,13670455,,Entire home/apt,8
10,baths,beds,bedrooms,10,9,10,96,false,40.74924938476214,10,-74.00466874235545,2,2,4,,9,2,375,5,,18911279,,Entire home/apt,9
10,bath,beds,bedrooms,9,9,10,93,false,40.72719411315721,10,-73.98516049730652,1,4,7,,166,2,375,4.5,,4710429,,Entire home/apt,9
,bath,beds,bedrooms,,,,,false,40.7464657020259,,-74.0009756724473,1,2,4,9,,2,375,,,21594006,,Entire home/apt,
10,bath,beds,bedrooms,10,10,10,100,true,40.71385849186673,10,-73.98544661154305,1,2,4,40,12,2,380,5,,1962115,,Entire home/apt,10
,bath,beds,bedrooms,,,,,false,40.72733393635485,,-74.00266326078263,1,3,4,12,,2,370,,,15874532,,Entire home/apt,
10,baths,beds,bedrooms,10,10,10,99,true,40.731386911063005,10,-73.98778769046743,1.5,3,6,,31,2,375,5,,5697371,,Entire home/apt,10
10,baths,beds,bedrooms,10,10,10,98,false,40.75314088302239,10,-73.9846362846723,2,4,6,,41,2,380,5,,821252,,Entire home/apt,10
,baths,beds,bedrooms,,,,,false,40.75285296032722,,-74.02699275236785,2.5,3,5,,,3,380,,,15126982,,Entire home/apt,
,baths,beds,bedroom,,,,,false,40.76440832321637,,-73.9805818813803,2,2,4,,,1,386,,,7403721,,Entire home/apt,
